Specimen Number,Species ID,Group,Family,Scientific Name,Common Name,Country,State,County,Locality,Latitude,Longitude,Source,Accuracy,Drainage Name,HUC 8 Number,Year,Month,Day,Status,Comments,record_type,disposal,Museum_Cat_No,fresh_marine_intro,Reference 1,Type 1,Date 1,Author 1,Title 1,Publisher 1,Location 1,Reference 2,Type 2,Date 2,Author 2,Title 2,Publisher 2,Location 2,Reference 3,Type 3,Date 3,Author 3,Title 3,Publisher 3,Location 3,Reference 4,Type 4,Date 4,Author 4,Title 4,Publisher 4,Location 4,Reference 5,Type 5,Date 5,Author 5,Title 5,Publisher 5,Location 5,Reference 6,Type 6,Date 6,Author 6,Title 6,Publisher 6,Location 6
255792,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Lake Creek (lower),44.1167876,-123.62621,GNIS,Approximate,Siuslaw,17100206,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255794,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Sweet Creek,44.0131768,-123.9142,GNIS,Approximate,Siuslaw,17100206,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255796,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Wildcat Creek (lower),44.0034536,-123.6548,GPS,Approximate,Siuslaw,17100206,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255833,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Triangle Lake,44.1726215,-123.57288,GNIS,Approximate,Siuslaw,17100206,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255841,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Elk Creek,44.066789,-123.45676,GNIS,Approximate,Upper Willamette,17090003,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255844,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Long Tom River/Noti Creek,44.0501229,-123.37648,GNIS,Approximate,Upper Willamette,17090003,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255848,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Long Tom River/Bear Creek,44.21567,-123.28954,GNIS,Approximate,Upper Willamette,17090003,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255853,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Long Tom River (upper),44.13984,-123.42659,Map derived,Accurate,Upper Willamette,17090003,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255872,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Long Tom River (lower),44.299343,-123.27939,GNIS,Approximate,Upper Willamette,17090003,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255874,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Flat Creek,44.31873,-123.2403,GNIS,Approximate,Upper Willamette,17090003,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255875,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Coyote Creek (lower),44.0326,-123.25092,GNIS,Approximate,Upper Willamette,17090003,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255879,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,"Siuslaw River, Siuslaw Bend",44.0195652,-123.87566,GNIS,Approximate,Siuslaw,17100206,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255880,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Amazon Creek/Amazon Diversion Canal,44.0756793,-123.229,GNIS,Approximate,Upper Willamette,17090003,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255882,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Amazon Creek (lower),44.2276232,-123.2637,GNIS,Approximate,Upper Willamette,17090003,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255884,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,"Siuslaw River, South Fork",43.8226217,-123.26147,GNIS,Approximate,Siuslaw,17100206,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255886,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,"Siuslaw River, North Fork",44.15401,-123.95039,GNIS,Approximate,Siuslaw,17100206,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255892,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Coyote Creek (upper),43.965021,-123.31277,Map derived,Approximate,Upper Willamette,17090003,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255901,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Willamette River/Spring Creek,44.1692906,-123.1362,GNIS,Approximate,Upper Willamette,17090003,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255903,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Coast Fork Willamette River (upper)/Martin Creek,44.02318,-123.02369,GNIS,Approximate,Upper Willamette,17090003,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255905,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Cottage Grove Reservoir,43.7165111,-123.05396,GNIS,Accurate,Coast Fork Willamette,17090002,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255907,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Mosby Creek (lower),43.780746,-123.01318,GNIS,Approximate,Coast Fork Willamette,17090002,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255909,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Row River/Dorena Lake,43.786958,-122.9552,GNIS,Approximate,Coast Fork Willamette,17090002,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255913,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Coast Fork Willamette River (lower)/Hill Creek,43.8748462,-123.03035,GNIS,Approximate,Coast Fork Willamette,17090002,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255927,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Coast Fork Willamette River (lower)/Bear Creek,44.225678,-123.265,GNIS,Approximate,Upper Willamette,17090003,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257046,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Gate Creek,44.145246,-122.57292,GNIS,Accurate,Mckenzie,17090004,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257047,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,McKenzie River (lower)/Deer Creek,44.109775,-122.4567,GNIS,Approximate,Mckenzie,17090004,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257084,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Mckenzie River (lower)/Leaburg Canal,44.108789,-122.67849,GNIS,Approximate,Mckenzie,17090004,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257085,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Mohawk River (upper),44.2270716,-122.67035,GNIS,Approximate,Mckenzie,17090004,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257086,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Mohawk River (lower),44.093996,-122.9498,GNIS,Approximate,Mckenzie,17090004,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257087,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Mill Creek,44.189928,-122.83929,GNIS,Approximate,Mckenzie,17090004,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257088,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Cash Creek,44.2034595,-122.83591,GNIS,Approximate,Mckenzie,17090004,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257092,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Mohawk River/Parsons Creek,44.1640148,-122.8734,GNIS,Approximate,Mckenzie,17090004,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257093,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,McKenzie River (lower)/Holden Creek,44.0917936,-122.71007,GNIS,Approximate,Mckenzie,17090004,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257094,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,McKenzie River/Walterville Canal,44.0679043,-122.84118,GNIS,Approximate,Mckenzie,17090004,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257096,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Camp Creek,44.074945,-122.87735,Map derived,Approximate,Mckenzie,17090004,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257100,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Hills Creek,43.996519,-122.89813,GNIS,Approximate,Middle Fork Willamette,17090001,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257101,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Little Fall Creek (lower),43.964604,-122.77786,Map derived,Approximate,Middle Fork Willamette,17090001,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257102,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Fall Creek (lower),43.9595707,-122.82,GNIS,Approximate,Middle Fork Willamette,17090001,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257103,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Winberry Creek,43.9209592,-122.6947,GNIS,Approximate,Middle Fork Willamette,17090001,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257104,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Lookout Point Reservoir,43.89245,-122.71453,GNIS,Approximate,Middle Fork Willamette,17090001,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257105,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Lost Creek,43.895418,-122.82165,Map derived,Approximate,Middle Fork Willamette,17090001,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257106,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Lower Coast Fork Willamette River/Papenfus Creek,43.9890145,-122.95813,GNIS,Approximate,Coast Fork Willamette,17090002,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257107,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,"Willamette River, Middle Fork/Mill Race [stream]",44.0509581,-123.077,GNIS,Approximate,Upper Willamette,17090003,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257110,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Rattlesnake Creek,43.976237,-122.8892,GNIS,Approximate,Middle Fork Willamette,17090001,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257111,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Camas Swale Creek (upper),43.95484,-122.99,GNIS,Approximate,Coast Fork Willamette,17090002,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257112,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Camas Swale Creek (lower),43.87651,-123.142,GNIS,Approximate,Coast Fork Willamette,17090002,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257499,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Canton Creek (upper),43.529322,-122.69588,GNIS,Approximate,North Umpqua,17100301,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258051,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Spencer Creek,43.98738,-123.19261,GNIS,Approximate,Upper Willamette,17090003,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655490,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Fiddler's Green golf course,44.14135,-123.20623,reported,Accurate,Upper Willamette,17090003,2020,8,17,established,"This report was prompted by an invasive species announcement on Nextdoor.com.
Fiddler's Green golf course, near a pond on-site. The animal seemed indifferent to the presence of humans. Friends have said they're known to frequent that area.",NAS sighting report,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655491,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Ayres Lake,44.1015,-123.08843,reported,Accurate,Upper Willamette,17090003,2021,1,8,established,I saw a nutria again three or four nights later.,NAS sighting report,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241979,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Willamette River,44.1384,-123.121,Map derived,Approximate,Upper Willamette,17090003,1946,,,established,,Literature,,,Freshwater,17139,Journal Article,1974,"Kuhn, L.W., and E.P. Peloquin",Oregon&#39;s Nutria Problem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242689,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lane,Garden Isle Estates,44.0843,-123.109,Map derived,Accurate,Upper Willamette,17090003,2007,,,established,A newspaper article on Nutria overwhelming a retirement complex.,Literature,,,Freshwater,16160,Web Page,2007,Associated Press.,Nutria invading Eugene area wetlands.,kgwcom.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255706,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lincoln,Siletz Bay,44.903444,-124.01983,GNIS,Accurate,Siletz-Yaquina,17100204,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255701,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lincoln,Devils Lake,44.98427,-123.988,GNIS,Approximate,Siletz-Yaquina,17100204,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163923,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lincoln,Siletz Bay National Wildlife Refuge,44.9036,-124.019,GNIS,Accurate,Siletz-Yaquina,17100204,2005,,,established,,Literature,,,Freshwater,18076,Thesis or Dissertation,2006,"Meyer, A.",The impacts of nutria on vegetation and erosion in Oregon.,University of Colorado.,"Boulder, CO",14257,Web Page,2005,U.S. Fish and Wildlife Service.,National Wildlife Refuge System Invasive Species.,USFWS National Wildlife Refuge System and USGS National Institute of Invasive Species Science.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255700,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lincoln,Salmon River (lower),45.046773,-124.0062,GNIS,Approximate,Siletz-Yaquina,17100204,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255703,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lincoln,Schooner Creek,44.686666,-124.0338,GNIS,Approximate,Siletz-Yaquina,17100204,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255705,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lincoln,Drift Creek (lower)/Siletz River,44.4165,-124.0037,GNIS,Approximate,Alsea,17100205,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255708,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lincoln,Siletz River (lower),44.9034441,-124.0115,GNIS,Approximate,Siletz-Yaquina,17100204,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255709,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lincoln,Yaquina River/Olalla Creek,44.631507,-123.9262,GNIS,Approximate,Siletz-Yaquina,17100204,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255711,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lincoln,Drift Creek,44.416508,-124.003,GNIS,Approximate,Alsea,17100205,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255713,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lincoln,Big Elk Creek (lower),44.6215073,-123.8748,GNIS,Approximate,Siletz-Yaquina,17100204,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255715,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lincoln,Poole Slough,44.5776183,-124.0095,GNIS,Approximate,Siletz-Yaquina,17100204,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255717,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lincoln,Beaver Creek,44.7148404,-123.6698,GNIS,Approximate,Siletz-Yaquina,17100204,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255720,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lincoln,Drift Creek (lower)/Alsea River,44.3762321,-123.602,GNIS,Approximate,Alsea,17100205,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255722,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lincoln,Alsea River/Eckman Creek,44.415953,-124.0323,GNIS,Approximate,Alsea,17100205,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255724,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lincoln,Canal Creek,44.3956758,-123.9276,GNIS,Approximate,Alsea,17100205,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255727,1089,Mammals,Myocastoridae,Myocastor coypus,nutria,United States of America,OR,Lincoln,Yachats River (lower),44.309009,-124.1081,GNIS,Approximate,Alsea,17100205,2007,,,established,nutria density estimated,Literature,,,Freshwater,18137,Other,2008,"Sheffels, T.",Pacific Northwest Nutria Distribution GIS Map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
